date,model,latency_ms,gross_pnl,gross_pnl_change_vs_0ms,fill_rate,fill_rate_change_vs_0ms,maker_fill_count,taker_on_arrival_count,maker_turnover,taker_turnover,mean_fill_fraction,terminal_position,terminal_position_change_vs_0ms,max_inventory,average_signed_markout_100ms,diagnostic_interpretation
2024-07-01,lightgbm_extended,0,-3630.264330080594,0.0,0.030930857561690693,0.0,9501,0,4866605.998529214,0.0,0.023682415223913997,11.957668360736466,0.0,11.957668360736466,-8.853923819075048e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,lightgbm_extended,10,-3344.955215478898,285.3091146016959,0.030735401905692645,-0.00019545565599804818,9534,0,4843839.201458196,0.0,0.023571167728521133,11.385441983179174,-0.5722263775572927,11.495394290155339,-8.886115789537348e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,lightgbm_extended,100,-2571.828693028423,1058.435637052171,0.03801612509161984,0.007085267529929148,10798,113,5174181.762984535,1060003.8562377119,0.03036492513370315,7.732312207016806,-4.225356153719661,7.821530552968911,-8.624031028703795e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,lightgbm_extended,250,-3440.298609503545,189.96572057704907,0.04466161739555338,0.01373075983386269,8875,307,4776250.085461404,2969996.560769912,0.03775348350658197,10.356837772068214,-1.6008305886682521,11.265525586776613,-8.717616591059854e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,lightgbm_extended,50,-3349.823029478779,280.4413006018149,0.0305399462496946,-0.0003909113119960929,9440,0,4823367.6880423315,0.0,0.023471135901724404,10.447177301213427,-1.510491059523039,10.839485191787054,-8.965452514758632e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,lightgbm_qi_ofi,0,-3080.5074360552244,0.0,0.03639451099178485,0.0,12060,0,6125189.791964119,0.0,0.028111386227098304,9.130302156076135,0.0,10.06877227302567,-9.322343980259134e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,lightgbm_qi_ofi,10,-2741.6763699511066,338.8310661041178,0.03607324796915875,-0.00032126302262609763,12218,0,6074497.377755085,0.0,0.027878734815217996,8.745189147620211,-0.38511300845592444,9.524585468565501,-9.571900697761282e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,lightgbm_qi_ofi,100,-2178.263225474686,902.2442105805385,0.04534398090779751,0.008949469916012663,12552,196,6167281.883051742,1864627.820755681,0.03686223902300702,5.819067941774399,-3.311234214301736,7.021528248729046,-8.61329387292434e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,lightgbm_qi_ofi,250,-2348.992528170522,731.5149078847026,0.051493873055211345,0.015099362063426498,10514,411,5650281.4311418235,3953166.9559940496,0.0440747976273739,5.234827782373149,-3.895474373702987,7.057233109508751,-8.653906966327887e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,lightgbm_qi_ofi,50,-2788.000988913991,292.50644714123337,0.03575198494653265,-0.0006425260452521953,11963,0,6015685.623392854,0.0,0.027608819768928816,7.142616967748775,-1.9876851883273607,8.195565812296044,-9.329150662451244e-05,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,qi_direct_baseline,0,-1035.9125899009377,0.0,0.014747191011235955,0.0,1972,0,1879536.638854131,0.0,0.013128770964257372,1.943989932014357,0.0,3.6595463441971856,-0.00014105230024999424,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,qi_direct_baseline,10,-921.6541381248244,114.25845177611336,0.014747191011235955,0.0,1955,0,1879087.5133233974,0.0,0.013125616987392555,1.7890267230313683,-0.15496320898298865,3.5162087369385593,-0.00014702612073085226,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,qi_direct_baseline,100,151.5554936050612,1187.468083505999,0.02359550561797753,0.008848314606741575,2714,101,2029013.0519646325,994635.8373990372,0.02116323707953792,3.204774389905958,1.2607844578916012,3.7069910927698375,-0.00013767096596692502,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,qi_direct_baseline,250,-1478.53166434163,-442.6190744406922,0.03160112359550562,0.016853932584269662,2612,227,1984415.3614559984,2183173.2150849155,0.029126346546992976,3.6848792253274145,1.7408892933130575,4.3767942671368605,-0.0001169627871993657,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
2024-07-01,qi_direct_baseline,50,-827.7040411124326,208.20854878850514,0.014115168539325844,-0.0006320224719101111,1880,0,1798778.2478074655,0.0,0.012561647717298103,1.815317613724654,-0.12867231828970294,3.0731858846007643,-0.0001433909451433608,"Descriptive only: latency changes fill selection, role mix, fill rate, adverse-selection markouts, and residual inventory."
